id,model_year,make,model,body_style,segment,fuel_type,city_mpg,highway_mpg,horsepower,engine_cylinders,engine_displacement_L,curb_weight_lbs,msrp_usd,transmission,drive_type,country_of_origin,safety_rating,reliability_score,highway_to_city_ratio
627,2015,Mazda,Mazda2,Hatchback,Compact,Gasoline,26.0,34.0,149,4,1.6,3125,29803,Manual,FWD,Japan,4,6.7,1.308
628,2010,Mazda,CX-3,SUV,Midsize SUV,Gasoline,22.0,26.0,199,4,1.7,3967,48328,Automatic,AWD,Japan,5,8.1,1.182
629,2005,Volkswagen,Touareg,SUV,Midsize SUV,Gasoline,25.0,31.0,218,6,3.1,4562,44025,Automatic,RWD,Germany,5,3.2,1.24
630,2017,Volkswagen,GTI,Hatchback,Compact,Diesel,33.0,40.0,183,4,1.6,3315,26779,Automatic,FWD,Germany,5,8.5,1.212
631,2011,Audi,TT,Coupe,Sports Luxury,Gasoline,21.0,25.0,575,8,4.5,3693,87376,Automatic,RWD,Germany,5,8.3,1.19
632,2020,Audi,Q5,SUV,Compact Luxury SUV,Diesel,27.0,33.0,270,6,2.9,3786,64485,Automatic,4WD,Germany,4,6.7,1.222
633,2000,Ram,ProMaster,Van,Compact,Gasoline,28.0,36.0,160,4,1.5,3017,21533,Automatic,RWD,USA,5,9.1,1.286
634,2003,Hyundai,Elantra,Sedan,Midsize,Electric,,,342,0,0.0,3640,34103,Automatic,FWD,South Korea,4,7.4,
635,2015,Kia,Niro,Hatchback,Compact,Gasoline,26.0,35.0,146,4,1.6,2840,30964,Automatic,RWD,South Korea,4,8.3,1.346
636,2019,Mazda,Mazda2,Hatchback,Compact,Gasoline,27.0,34.0,156,4,1.5,3119,25949,Automatic,AWD,Japan,4,7.4,1.259
637,2021,Volkswagen,Atlas,SUV,Midsize SUV,Diesel,26.0,33.0,241,6,3.1,3963,48108,Automatic,4WD,Germany,4,9.8,1.269
638,2002,Ram,3500,Truck,Midsize Truck,Gasoline,16.0,19.0,254,4,1.6,4022,31831,Manual,AWD,USA,5,7.2,1.188
639,2016,Ram,1500 Classic,Truck,Midsize Truck,Gasoline,23.0,30.0,285,4,1.5,4390,39745,Automatic,AWD,USA,5,6.8,1.304
640,2021,Nissan,Maxima,Sedan,Midsize,Gasoline,24.0,29.0,183,4,1.8,3538,42384,Automatic,RWD,Japan,5,6.4,1.208
641,2001,Lexus,IS,Sedan,Midsize,Gasoline,24.0,33.0,185,4,1.7,3341,32100,Manual,FWD,Japan,4,6.3,1.375
642,2012,Toyota,Sequoia,SUV,Full-size SUV,Gasoline,17.0,23.0,361,6,3.2,5282,73629,Automatic,AWD,Japan,5,6.2,1.353
643,2011,Subaru,Ascent,SUV,Midsize SUV,Gasoline,27.0,33.0,226,6,3.0,4043,41581,Automatic,4WD,Japan,4,7.7,1.222
644,2015,Hyundai,Santa Fe,SUV,Midsize SUV,Electric,,,298,0,0.0,3965,53423,Automatic,FWD,South Korea,3,8.5,
645,2005,GMC,Typhoon,SUV,Midsize SUV,Gasoline,21.0,26.0,239,4,1.6,4191,39439,Automatic,RWD,USA,5,8.2,1.238
646,2021,Audi,Q8,SUV,Full-size Luxury SUV,Gasoline,16.0,19.0,407,6,2.9,5816,135455,Automatic,RWD,Germany,4,9.8,1.188
647,2004,Honda,Civic,Sedan,Compact,Gasoline,28.0,37.0,149,4,1.7,3456,23527,Automatic,FWD,Japan,4,7.1,1.321
648,2019,Ram,2500,Truck,Midsize Truck,Gasoline,24.0,32.0,275,4,1.8,4649,39236,Automatic,4WD,USA,4,3.9,1.333
649,2019,Honda,Fit,Hatchback,Subcompact,Gasoline,33.0,43.0,160,4,1.6,2760,23138,Automatic,FWD,Japan,5,5.6,1.303
650,2012,Chevrolet,Silverado,Truck,Full-size Truck,Gasoline,18.0,23.0,368,6,2.9,5067,51193,Automatic,FWD,USA,3,9.0,1.278
651,2011,Volkswagen,Golf,Hatchback,Compact,Diesel,32.0,38.0,159,4,1.6,3163,28280,Automatic,RWD,Germany,4,6.3,1.188
652,2011,Hyundai,Ioniq,Hatchback,Compact,Hybrid,41.0,51.0,153,4,1.4,3118,25101,Automatic,RWD,South Korea,5,6.5,1.244
653,2019,Volvo,V40,Hatchback,Compact,Hybrid,44.0,57.0,170,4,1.6,3180,30216,Automatic,FWD,Sweden,5,9.4,1.295
654,2022,Audi,Q7,SUV,Midsize Luxury SUV,Gasoline,20.0,27.0,383,8,4.4,4714,91390,Automatic,4WD,Germany,3,9.1,1.35
655,2017,Audi,A5,Coupe,Compact Luxury,Diesel,29.0,39.0,297,6,2.8,4053,53476,Automatic,RWD,Germany,3,4.5,1.345
656,2005,Lexus,RX,SUV,Midsize SUV,Hybrid,35.0,43.0,238,4,1.6,4066,45025,Automatic,AWD,Japan,4,5.3,1.229
657,2017,Lexus,UX,SUV,Midsize SUV,Gasoline,22.0,27.0,237,4,1.7,4175,54545,Automatic,RWD,Japan,5,7.3,1.227
658,2022,Nissan,Frontier,Truck,Midsize Truck,Gasoline,20.0,26.0,273,4,1.6,4553,49480,Automatic,4WD,Japan,4,9.6,1.3
659,2006,Ford,Escape,SUV,Compact SUV,Gasoline,27.0,35.0,163,4,1.6,3343,34506,Automatic,4WD,USA,4,6.5,1.296
660,2011,Ford,F-150,Truck,Full-size Truck,Gasoline,15.0,20.0,382,6,2.7,5751,54481,Automatic,AWD,USA,5,6.5,1.333
661,2020,Jeep,Renegade,SUV,Midsize SUV,Gasoline,22.0,28.0,221,6,3.1,4039,45778,Automatic,RWD,USA,4,8.0,1.273
662,2005,Mercedes-Benz,CLA,Sedan,Compact Luxury,Gasoline,23.0,28.0,218,6,3.1,3619,42139,Automatic,AWD,Germany,3,7.6,1.217
663,2007,Chevrolet,Suburban,SUV,Full-size SUV,Gasoline,21.0,25.0,284,4,1.6,5182,64481,Automatic,AWD,USA,3,10.0,1.19
664,2007,Ford,Explorer,SUV,Midsize SUV,Gasoline,23.0,28.0,248,4,1.6,3998,46224,Automatic,AWD,USA,4,7.3,1.217
665,2014,Dodge,Avenger,Sedan,Midsize,Gasoline,26.0,32.0,213,4,1.6,3348,30029,Automatic,AWD,USA,4,4.7,1.231
666,2007,BMW,3 Series,Sedan,Compact Luxury,Gasoline,24.0,29.0,237,6,3.0,3723,46197,Manual,AWD,Germany,4,10.0,1.208
667,2003,Honda,Pilot,SUV,Midsize SUV,Gasoline,20.0,24.0,243,4,1.5,4498,42146,Automatic,FWD,Japan,5,7.1,1.2
668,2009,Kia,Niro,Hatchback,Compact,Hybrid,41.0,56.0,146,4,1.5,3333,28767,Automatic,FWD,South Korea,5,8.4,1.366
669,2010,BMW,X3,SUV,Compact Luxury SUV,Gasoline,20.0,27.0,305,8,4.4,3926,64466,Automatic,AWD,Germany,4,9.3,1.35
670,2015,Volkswagen,ID.4,SUV,Midsize SUV,Gasoline,25.0,32.0,254,6,3.2,4053,53834,Automatic,RWD,Germany,5,10.0,1.28
671,2017,Dodge,Caliber,Hatchback,Compact,Gasoline,27.0,34.0,170,4,1.5,2828,30494,Automatic,FWD,USA,4,8.3,1.259
672,2015,Volkswagen,Touareg,SUV,Midsize SUV,Gasoline,27.0,37.0,244,4,1.6,4167,52880,Manual,RWD,Germany,4,8.3,1.37
673,2023,Nissan,Altima,Sedan,Midsize,Gasoline,30.0,36.0,217,6,2.8,3467,37340,Automatic,AWD,Japan,5,5.5,1.2
674,2004,Mercedes-Benz,C-Class,Sedan,Compact Luxury,Gasoline,24.0,29.0,250,6,3.0,3631,49108,Automatic,RWD,Germany,4,8.3,1.208
675,2020,Subaru,WRX,Sedan,Midsize,Gasoline,27.0,37.0,206,4,1.6,3826,32150,Automatic,AWD,Japan,5,8.9,1.37
676,2016,Hyundai,Genesis,Sedan,Midsize,Hybrid,38.0,50.0,182,4,1.7,3553,40739,Automatic,FWD,South Korea,4,7.2,1.316
677,2012,Ford,Escape,SUV,Compact SUV,Gasoline,28.0,36.0,116,4,1.7,3671,33328,Automatic,RWD,USA,4,8.2,1.286
678,2003,Audi,A3,Sedan,Subcompact Luxury,Gasoline,23.0,27.0,145,4,1.7,2966,34860,Automatic,AWD,Germany,5,7.7,1.174
679,2017,Kia,Telluride,SUV,Midsize SUV,Gasoline,23.0,28.0,224,6,3.0,4355,42620,Automatic,FWD,South Korea,3,6.7,1.217
680,2006,Jeep,Commander,SUV,Midsize SUV,Gasoline,23.0,31.0,214,4,1.5,3566,42707,Automatic,4WD,USA,3,10.0,1.348
681,2018,Jeep,Patriot,SUV,Midsize SUV,Gasoline,23.0,29.0,240,4,1.6,4166,55273,Automatic,4WD,USA,5,9.5,1.261
682,2020,Lexus,RC,Coupe,Compact,Hybrid,48.0,66.0,135,4,1.5,3394,32512,Automatic,AWD,Japan,5,8.7,1.375
683,2006,Jeep,Compass,SUV,Midsize SUV,Gasoline,18.0,23.0,191,4,1.6,4190,36635,Automatic,FWD,USA,5,10.0,1.278
684,2003,Chevrolet,Blazer,SUV,Midsize SUV,Gasoline,21.0,26.0,232,6,2.9,4052,35792,Automatic,RWD,USA,4,6.9,1.238
685,2024,Dodge,Grand Caravan,Minivan,Compact,Gasoline,29.0,35.0,148,4,1.6,3048,34040,Automatic,AWD,USA,5,8.5,1.207
686,2011,Tesla,Model S,Sedan,Midsize Luxury,Electric,,,470,0,0.0,4178,68585,Automatic,AWD,USA,3,8.3,
687,2022,Ford,Escape,SUV,Compact SUV,Gasoline,27.0,34.0,178,4,1.5,3045,36522,Manual,AWD,USA,4,5.7,1.259
688,2002,GMC,Terrain,SUV,Midsize SUV,Gasoline,22.0,29.0,260,6,3.0,3875,38168,Manual,RWD,USA,4,8.8,1.318
689,2008,Dodge,Challenger,Coupe,Compact,Gasoline,29.0,37.0,151,4,1.5,2988,21914,Automatic,RWD,USA,3,8.5,1.276
690,2001,Dodge,Journey,SUV,Midsize SUV,Gasoline,18.0,24.0,249,6,3.0,4011,35581,Automatic,AWD,USA,4,8.4,1.333
691,2016,GMC,Jimmy,SUV,Midsize SUV,Gasoline,22.0,30.0,214,6,3.1,4460,55083,Automatic,4WD,USA,4,6.0,1.364
692,2011,Mercedes-Benz,GLA,SUV,Subcompact Luxury SUV,Diesel,30.0,39.0,216,4,1.7,3269,44664,Automatic,FWD,Germany,3,8.5,1.3
693,2015,GMC,Acadia,SUV,Midsize SUV,Gasoline,27.0,34.0,262,6,3.0,4082,54137,Manual,RWD,USA,5,7.1,1.259
694,2022,Audi,A5,Coupe,Compact Luxury,Diesel,29.0,39.0,247,4,1.9,3517,58823,Automatic,RWD,Germany,3,6.3,1.345
695,2003,Kia,Seltos,SUV,Midsize SUV,Electric,,,280,0,0.0,3922,39833,Automatic,RWD,South Korea,5,7.6,
696,2013,Mercedes-Benz,CLA,Sedan,Compact Luxury,Gasoline,24.0,29.0,233,6,3.0,3459,54410,Automatic,AWD,Germany,5,9.6,1.208
697,2020,Honda,Accord,Sedan,Midsize,Gasoline,26.0,33.0,181,4,1.4,3504,33120,Automatic,AWD,Japan,5,6.1,1.269
698,2024,Audi,Q7,SUV,Midsize Luxury SUV,Gasoline,19.0,24.0,391,6,2.9,4859,85937,Manual,RWD,Germany,3,9.7,1.263
699,2016,Volkswagen,Atlas,SUV,Midsize SUV,Gasoline,23.0,29.0,257,4,1.5,4458,41524,Manual,AWD,Germany,3,8.3,1.261
700,2010,Lexus,RC,Coupe,Compact,Gasoline,30.0,37.0,130,4,1.5,3007,26941,Automatic,FWD,Japan,5,7.0,1.233
701,2004,Volvo,V90,Wagon,Compact,Electric,,,262,0,0.0,3305,23341,Automatic,FWD,Sweden,4,9.7,
702,2020,Lexus,ES,Sedan,Midsize,Hybrid,43.0,58.0,210,6,3.0,3265,35552,Automatic,FWD,Japan,4,6.7,1.349
703,2000,Volvo,S60,Sedan,Midsize,Electric,,,282,0,0.0,3065,25301,Automatic,AWD,Sweden,5,9.6,
704,2007,Volkswagen,Passat,Sedan,Midsize,Diesel,31.0,42.0,181,4,1.6,3736,34523,Automatic,AWD,Germany,3,10.0,1.355
705,2020,Chevrolet,Malibu,Sedan,Midsize,Gasoline,26.0,31.0,174,4,1.6,3239,33201,Automatic,FWD,USA,3,6.1,1.192
706,2003,Audi,A5,Coupe,Compact Luxury,Gasoline,24.0,32.0,229,4,1.6,3719,50338,Automatic,RWD,Germany,5,9.0,1.333
707,2000,Mercedes-Benz,S-Class,Sedan,Full-size Luxury,Gasoline,16.0,21.0,426,8,4.5,4735,87139,Automatic,AWD,Germany,4,7.3,1.312
708,2000,Audi,TT,Coupe,Sports Luxury,Diesel,16.0,19.0,538,10,6.1,3691,73369,Automatic,AWD,Germany,4,8.2,1.188
709,2002,Dodge,Journey,SUV,Midsize SUV,Gasoline,21.0,27.0,192,4,1.5,4177,45555,Manual,FWD,USA,4,6.3,1.286
710,2003,Hyundai,Accent,Sedan,Midsize,Hybrid,35.0,43.0,195,4,1.5,3807,30983,Automatic,RWD,South Korea,5,8.2,1.229
711,2013,Tesla,Model X,SUV,Midsize Luxury SUV,Electric,,,408,0,0.0,4777,85156,Automatic,RWD,USA,4,9.3,
712,2009,Volvo,V90,Wagon,Compact,Electric,,,307,0,0.0,3233,29203,Automatic,FWD,Sweden,3,5.6,
713,2005,Subaru,BRZ,Coupe,Compact,Gasoline,28.0,35.0,161,4,1.7,3206,20880,Automatic,AWD,Japan,5,7.9,1.25
714,2017,Subaru,Crosstrek,SUV,Midsize SUV,Gasoline,26.0,33.0,208,4,1.5,3953,55505,Automatic,AWD,Japan,5,6.6,1.269
715,2024,Ram,1500 Classic,Truck,Midsize Truck,Gasoline,21.0,26.0,287,6,2.9,4576,43797,Automatic,4WD,USA,5,6.6,1.238
716,2000,Toyota,Tacoma,Truck,Midsize Truck,Gasoline,19.0,26.0,251,6,3.1,4875,33224,Automatic,AWD,Japan,3,7.9,1.368
717,2023,Honda,Ridgeline,Truck,Midsize Truck,Gasoline,21.0,26.0,304,6,3.0,4337,42953,Automatic,RWD,Japan,4,5.4,1.238
718,2003,Volkswagen,GTI,Hatchback,Compact,Gasoline,24.0,29.0,151,4,1.8,3002,25226,Automatic,FWD,Germany,4,7.4,1.208
719,2000,Volkswagen,Touareg,SUV,Midsize SUV,Diesel,27.0,36.0,208,4,1.8,4472,36446,Automatic,RWD,Germany,4,7.9,1.333
720,2004,GMC,Terrain,SUV,Midsize SUV,Gasoline,23.0,31.0,222,6,2.9,3681,41751,Automatic,RWD,USA,5,5.8,1.348
721,2024,Hyundai,Palisade,SUV,Midsize SUV,Electric,,,303,0,0.0,4254,50071,Automatic,4WD,South Korea,5,7.4,
722,2015,Chevrolet,Equinox,SUV,Compact SUV,Gasoline,25.0,31.0,156,4,1.5,3202,34890,Automatic,FWD,USA,5,8.6,1.24
723,2020,Kia,Stinger,Sedan,Midsize,Gasoline,28.0,34.0,187,4,1.6,3670,36972,Automatic,FWD,South Korea,5,8.0,1.214
724,2018,Mercedes-Benz,S-Class,Sedan,Full-size Luxury,Diesel,24.0,29.0,449,6,3.0,4623,101052,Automatic,RWD,Germany,4,10.0,1.208
725,2002,Honda,Fit,Hatchback,Subcompact,Gasoline,29.0,37.0,120,4,1.6,2633,18371,Automatic,RWD,Japan,5,6.4,1.276
726,2019,Jeep,Cherokee,SUV,Midsize SUV,Gasoline,24.0,31.0,208,4,1.4,4108,46187,Automatic,AWD,USA,5,4.5,1.292
727,2017,Nissan,Rogue,SUV,Midsize SUV,Gasoline,23.0,30.0,269,4,1.7,3935,52467,Manual,FWD,Japan,4,8.0,1.304
728,2009,Kia,Niro,Hatchback,Compact,Gasoline,30.0,36.0,118,4,1.6,3093,27126,Automatic,AWD,South Korea,3,4.6,1.2
729,2014,Mercedes-Benz,A-Class,Hatchback,Subcompact Luxury,Gasoline,30.0,38.0,175,4,1.6,3736,44310,Automatic,AWD,Germany,5,9.4,1.267
730,2015,Dodge,Journey,SUV,Midsize SUV,Gasoline,22.0,26.0,257,6,3.1,4132,43300,Automatic,AWD,USA,3,5.9,1.182
731,2015,Subaru,WRX,Sedan,Midsize,Gasoline,29.0,37.0,191,4,1.6,3478,33812,Automatic,AWD,Japan,5,8.0,1.276
732,2003,Tesla,Model X,SUV,Midsize Luxury SUV,Electric,,,341,0,0.0,4569,69450,Automatic,RWD,USA,5,9.3,
733,2015,BMW,M3,Sedan,Sports Luxury,Gasoline,19.0,26.0,590,8,4.5,3490,106225,Automatic,AWD,Germany,5,9.1,1.368
734,2005,GMC,Safari,Van,Compact,Gasoline,26.0,35.0,137,4,1.4,3245,22771,Automatic,AWD,USA,5,5.6,1.346
735,2003,Subaru,Tribeca,SUV,Midsize SUV,Gasoline,23.0,31.0,196,4,1.6,4044,35044,Manual,4WD,Japan,4,9.8,1.348
736,2021,Tesla,Cybertruck,Truck,Full-size Truck,Electric,,,863,0,0.0,5720,49673,Automatic,RWD,USA,3,9.0,
737,2003,Kia,Niro,Hatchback,Compact,Gasoline,28.0,35.0,146,4,1.6,3132,21181,Manual,AWD,South Korea,5,7.6,1.25
738,2004,Chevrolet,Colorado,Truck,Midsize Truck,Gasoline,19.0,23.0,254,4,1.8,4458,32380,Automatic,RWD,USA,4,8.2,1.211
739,2009,Honda,HR-V,SUV,Subcompact SUV,Hybrid,39.0,52.0,158,4,1.7,2884,29555,Automatic,4WD,Japan,4,7.9,1.333
740,2020,Kia,Niro,Hatchback,Compact,Electric,,,324,0,0.0,2913,32683,Automatic,FWD,South Korea,5,7.1,
741,2021,Subaru,Baja,Truck,Midsize Truck,Gasoline,20.0,25.0,274,4,1.6,4459,49117,Automatic,4WD,Japan,5,7.1,1.25
742,2004,Lexus,IS,Sedan,Midsize,Hybrid,40.0,52.0,171,4,1.6,3433,29706,Automatic,AWD,Japan,4,6.0,1.3
743,2001,Ford,Mustang,Coupe,Sports,Gasoline,21.0,26.0,285,6,3.0,3535,38621,Manual,FWD,USA,5,6.4,1.238
744,2016,Ford,Escape,SUV,Compact SUV,Gasoline,23.0,30.0,178,4,1.7,3377,33314,Automatic,AWD,USA,5,6.2,1.304
745,2006,Tesla,Roadster,Convertible,Sports Luxury,Electric,,,1000,0,0.0,3701,86747,Automatic,FWD,USA,4,7.8,
746,2012,Lexus,LX,SUV,Midsize SUV,Gasoline,23.0,31.0,218,4,1.7,4318,46813,Automatic,RWD,Japan,5,4.9,1.348
747,2013,Tesla,Model 3,Sedan,Compact Luxury,Electric,,,353,0,0.0,3633,46300,Automatic,FWD,USA,4,7.4,
748,2009,Dodge,Neon,Sedan,Midsize,Gasoline,24.0,32.0,212,6,2.9,3440,28989,Automatic,RWD,USA,4,9.0,1.333
749,2003,Kia,Stinger,Sedan,Midsize,Electric,,,325,0,0.0,3511,31411,Automatic,AWD,South Korea,4,8.7,
750,2023,BMW,4 Series,Coupe,Compact Luxury,Gasoline,25.0,31.0,278,4,1.5,3578,56331,Automatic,AWD,Germany,4,9.4,1.24
751,2014,Volvo,S90,Sedan,Midsize,Electric,,,310,0,0.0,3414,37792,Automatic,RWD,Sweden,3,8.4,
752,2021,Dodge,Avenger,Sedan,Midsize,Gasoline,26.0,34.0,226,6,3.1,3347,42952,Automatic,AWD,USA,5,8.5,1.308
753,2000,Chevrolet,Silverado,Truck,Full-size Truck,Gasoline,16.0,19.0,387,6,3.0,5808,49324,Automatic,4WD,USA,3,9.3,1.188
754,2002,Jeep,Grand Wagoneer,SUV,Midsize SUV,Gasoline,20.0,26.0,250,4,1.5,4355,41855,Automatic,4WD,USA,4,8.0,1.3
755,2004,GMC,Jimmy,SUV,Midsize SUV,Gasoline,21.0,26.0,216,4,1.6,3948,44414,Automatic,4WD,USA,3,10.0,1.238
756,2001,Honda,Pilot,SUV,Midsize SUV,Gasoline,22.0,30.0,207,4,1.5,4258,45023,Automatic,RWD,Japan,4,9.4,1.364
757,2015,Audi,TT,Coupe,Sports Luxury,Diesel,20.0,26.0,579,10,6.0,3748,98089,Manual,AWD,Germany,4,6.8,1.3
758,2001,Dodge,Journey,SUV,Midsize SUV,Gasoline,22.0,28.0,257,6,3.1,4152,42079,Automatic,4WD,USA,5,7.0,1.273
759,2018,Chevrolet,Trax,SUV,Subcompact SUV,Gasoline,31.0,40.0,102,3,1.0,2944,32151,Manual,FWD,USA,5,9.0,1.29
760,2024,Audi,Q3,SUV,Subcompact Luxury SUV,Gasoline,26.0,31.0,180,4,1.7,3405,55984,Automatic,AWD,Germany,5,6.5,1.192
761,2022,Volvo,S40,Sedan,Midsize,Gasoline,27.0,34.0,202,6,2.8,3469,43346,Automatic,FWD,Sweden,3,6.4,1.259
762,2015,Volkswagen,Taos,SUV,Midsize SUV,Gasoline,23.0,31.0,237,4,1.8,3999,43703,Automatic,RWD,Germany,5,7.9,1.348
763,2015,Toyota,Sienna,Minivan,Minivan,Gasoline,20.0,24.0,210,4,1.5,4323,40885,Manual,RWD,Japan,4,5.6,1.2
764,2002,Nissan,Pathfinder,SUV,Midsize SUV,Gasoline,25.0,30.0,192,4,1.6,4273,34980,Automatic,4WD,Japan,5,5.8,1.2
765,2004,Chevrolet,Silverado,Truck,Full-size Truck,Gasoline,16.0,20.0,387,8,4.3,5516,40910,Automatic,AWD,USA,5,10.0,1.25
766,2022,Audi,Q8,SUV,Full-size Luxury SUV,Diesel,22.0,29.0,462,10,5.9,5562,133353,Automatic,4WD,Germany,5,4.0,1.318
767,2022,Hyundai,Palisade,SUV,Midsize SUV,Gasoline,28.0,37.0,245,4,1.5,3983,58303,Automatic,4WD,South Korea,4,6.8,1.321
768,2007,BMW,3 Series,Sedan,Compact Luxury,Diesel,28.0,36.0,255,4,1.6,3107,44710,Automatic,AWD,Germany,3,7.5,1.286
769,2015,Tesla,Model X,SUV,Midsize Luxury SUV,Electric,,,429,0,0.0,4623,76952,Automatic,RWD,USA,4,7.1,
770,2017,Kia,Sorento,SUV,Midsize SUV,Hybrid,34.0,47.0,256,6,3.2,3920,53559,Automatic,AWD,South Korea,4,6.0,1.382
771,2013,Tesla,Model X,SUV,Midsize Luxury SUV,Electric,,,414,0,0.0,4150,81922,Automatic,RWD,USA,5,8.6,
772,2013,Mazda,CX-3,SUV,Midsize SUV,Gasoline,22.0,27.0,202,4,1.6,4324,50853,Manual,AWD,Japan,5,7.7,1.227
773,2010,Mazda,MX-5,Convertible,Compact,Gasoline,30.0,37.0,153,4,1.7,3099,28120,Automatic,RWD,Japan,5,7.0,1.233
774,2014,Mercedes-Benz,CLA,Sedan,Compact Luxury,Gasoline,26.0,33.0,204,6,2.9,3708,50951,Automatic,AWD,Germany,4,6.0,1.269
775,2010,Tesla,Cybertruck,Truck,Full-size Truck,Electric,,,830,0,0.0,5537,46242,Automatic,FWD,USA,5,9.0,
776,2020,BMW,X7,SUV,Full-size Luxury SUV,Gasoline,19.0,23.0,422,8,4.4,5694,128139,Automatic,FWD,Germany,5,7.3,1.211
777,2017,Toyota,Tundra,Truck,Full-size Truck,Gasoline,16.0,19.0,377,6,3.0,5375,49611,Automatic,RWD,Japan,3,6.4,1.188
778,2019,Toyota,Tundra,Truck,Full-size Truck,Hybrid,26.0,32.0,365,8,4.5,5758,47998,Automatic,FWD,Japan,5,7.1,1.231
779,2003,Volvo,XC90,SUV,Midsize SUV,Electric,,,306,0,0.0,4268,43471,Automatic,FWD,Sweden,5,6.1,
780,2024,BMW,X1,SUV,Subcompact Luxury SUV,Diesel,32.0,38.0,253,4,1.3,3718,52343,Automatic,AWD,Germany,5,5.4,1.188
781,2019,Lexus,RX,SUV,Midsize SUV,Gasoline,22.0,27.0,209,4,1.7,4188,47785,Automatic,FWD,Japan,4,5.9,1.227
782,2023,Nissan,Kicks,SUV,Midsize SUV,Gasoline,29.0,36.0,217,6,2.9,4290,51860,Automatic,4WD,Japan,5,5.8,1.241
783,2021,Nissan,Armada,SUV,Midsize SUV,Gasoline,22.0,29.0,206,6,3.0,4045,50285,Manual,RWD,Japan,5,8.0,1.318
784,2005,GMC,Sierra,Truck,Midsize Truck,Gasoline,16.0,20.0,265,6,3.0,4186,30623,Automatic,4WD,USA,5,6.7,1.25
785,2016,BMW,2 Series,Coupe,Subcompact Luxury,Gasoline,29.0,37.0,172,4,1.5,2904,36335,Manual,RWD,Germany,5,3.9,1.276
786,2023,Ford,Mustang,Coupe,Sports,Gasoline,18.0,25.0,345,8,4.4,3249,43326,Automatic,AWD,USA,5,9.2,1.389
787,2004,Lexus,ES,Sedan,Midsize,Gasoline,24.0,31.0,176,4,1.7,3343,30647,Automatic,FWD,Japan,4,7.0,1.292
788,2018,Lexus,LC,Coupe,Compact,Hybrid,43.0,58.0,138,4,1.6,3178,25787,Automatic,AWD,Japan,5,8.4,1.349
789,2016,Audi,A5,Coupe,Compact Luxury,Gasoline,23.0,28.0,243,6,3.0,3578,53433,Automatic,AWD,Germany,4,10.0,1.217
790,2021,Honda,Pilot,SUV,Midsize SUV,Gasoline,21.0,25.0,240,4,1.8,4468,58362,Automatic,4WD,Japan,3,8.1,1.19
791,2006,Toyota,Tundra,Truck,Full-size Truck,Hybrid,27.0,36.0,373,8,4.4,5226,52894,Automatic,AWD,Japan,4,6.4,1.333
792,2023,BMW,7 Series,Sedan,Full-size Luxury,Diesel,23.0,28.0,456,8,4.4,4664,117996,Automatic,AWD,Germany,5,6.2,1.217
793,2013,Subaru,Outback,Wagon,Compact,Gasoline,32.0,40.0,136,4,1.5,3259,30056,Automatic,AWD,Japan,5,8.3,1.25
794,2021,Jeep,Compass,SUV,Midsize SUV,Gasoline,24.0,30.0,251,6,3.0,4398,57103,Manual,4WD,USA,3,8.5,1.25
795,2017,Chevrolet,Blazer,SUV,Midsize SUV,Gasoline,24.0,30.0,240,4,1.7,4083,51090,Automatic,4WD,USA,5,9.2,1.25
796,2020,Dodge,Neon,Sedan,Midsize,Gasoline,24.0,31.0,178,4,1.6,3454,41825,Automatic,RWD,USA,5,10.0,1.292
797,2021,Subaru,Crosstrek,SUV,Midsize SUV,Gasoline,25.0,31.0,245,4,1.7,4333,55571,Automatic,RWD,Japan,5,7.4,1.24
798,2006,Hyundai,Venue,SUV,Midsize SUV,Electric,,,293,0,0.0,4419,39700,Automatic,RWD,South Korea,5,8.5,
799,2008,Ram,ProMaster,Van,Compact,Gasoline,28.0,35.0,181,4,1.5,3171,24712,Automatic,FWD,USA,5,7.6,1.25
800,2010,Tesla,Cybertruck,Truck,Full-size Truck,Electric,,,785,0,0.0,5771,56273,Automatic,RWD,USA,3,8.9,
801,2024,Subaru,Legacy,Sedan,Midsize,Gasoline,27.0,34.0,177,4,1.7,3537,39630,Manual,AWD,Japan,4,8.5,1.259
802,2006,Subaru,BRZ,Coupe,Compact,Gasoline,24.0,33.0,151,4,1.6,3109,23965,Automatic,AWD,Japan,4,7.2,1.375
803,2007,Kia,Sorento,SUV,Midsize SUV,Gasoline,25.0,34.0,230,6,3.1,3954,47809,Automatic,RWD,South Korea,3,7.4,1.36
804,2023,BMW,5 Series,Sedan,Midsize Luxury,Diesel,25.0,33.0,345,8,4.4,4256,86048,Automatic,RWD,Germany,4,6.0,1.32
805,2015,Hyundai,Genesis,Sedan,Midsize,Electric,,,296,0,0.0,3585,40133,Automatic,RWD,South Korea,4,7.0,
806,2015,Jeep,Wrangler,SUV,Midsize SUV,Gasoline,21.0,26.0,209,4,1.5,4280,41311,Automatic,RWD,USA,4,8.1,1.238
807,2020,Volvo,XC60,SUV,Midsize SUV,Hybrid,33.0,46.0,261,6,3.0,4200,52266,Automatic,RWD,Sweden,5,5.1,1.394
808,2001,Volvo,V60,Wagon,Compact,Hybrid,42.0,52.0,138,4,1.7,3268,23437,Automatic,FWD,Sweden,4,8.6,1.238
809,2015,Audi,e-tron,SUV,Compact Luxury SUV,Diesel,22.0,27.0,287,4,1.6,3777,67994,Automatic,AWD,Germany,4,7.5,1.227
